2026-03-26 20:19:56.144 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:28 - 抽取关键词：['华北', '销售额', '华北今年的销售额']
2026-03-29 21:02:49.944 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:28 - 抽取关键词：['华北今年的销售额', '华北', '销售额']
2026-03-29 21:03:14.977 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:28 - 抽取关键词：['华北', '销售额', '华北今年的销售额']
2026-03-29 21:03:21.891 | INFO     | app.agent.nodes.recall_column:recall_column:28 - 扩充后的字段关键词：['华北', '销售日期', '销售额', '华北今年的销售额', '销售区域']
2026-03-29 21:03:23.783 | INFO     | app.agent.nodes.recall_column:recall_column:37 - 搜索到列信息：['fact_order.date_id', 'dim_date.date_id', 'fact_order.order_amount', 'fact_order.order_quantity', 'dim_region.region_name', 'dim_product.category']
2026-03-29 21:03:31.998 | INFO     | app.agent.nodes.recall_metric:recall_metric:30 - 扩充后的指标关键词：['华北', 'GMV', '营收', '商品交易总额', '收入', '销售金额', '销售额', '华北今年的销售额']
2026-03-29 21:03:32.259 | INFO     | app.agent.nodes.recall_metric:recall_metric:39 - 搜索到列信息：['GMV', 'AOV']
2026-03-30 10:50:22.474 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['华北', '华北今年的销售额', '销售额']
2026-03-30 10:50:30.887 | INFO     | app.agent.nodes.recall_value:recall_value:26 - 扩充后的字段取值关键词：['销售额', '华北今年的销售额', '华北', '今年']
2026-03-30 10:53:19.889 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['华北', '华北今年的销售额', '销售额']
2026-03-30 10:53:27.452 | INFO     | app.agent.nodes.recall_column:recall_column:28 - 扩充后的字段关键词：['华北', '时间', '华北今年的销售额', '地区', '销售额']
2026-03-30 10:53:29.314 | INFO     | app.agent.nodes.recall_column:recall_column:37 - 搜索的字段信息：['fact_order.date_id', 'dim_date.date_id', 'dim_date.year', 'dim_date.month', 'fact_order.order_amount', 'dim_region.region_name', 'dim_region.province', 'dim_region.country', 'fact_order.order_quantity']
2026-03-30 10:53:29.349 | INFO     | app.agent.nodes.recall_metric:recall_metric:30 - 扩充后的指标关键词：['销售金额', '华北', '交易额', '华北今年的销售额', '销售总额', '营收', 'GMV', '营业收入', '销售额']
2026-03-30 10:53:29.712 | INFO     | app.agent.nodes.recall_metric:recall_metric:39 - 搜索到指标信息：['GMV', 'AOV']
2026-03-30 10:53:31.683 | INFO     | app.agent.nodes.recall_value:recall_value:26 - 扩充后的字段取值关键词：['华北今年的销售额', '销售额', '今年', '华北']
2026-03-30 10:53:31.856 | INFO     | app.agent.nodes.recall_value:recall_value:33 - 搜索的字段取值信息：['dim_region.region_name.华北']
2026-03-30 10:54:10.174 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['华北今年的销售额', '华北', '销售额']
2026-03-30 10:54:17.682 | INFO     | app.agent.nodes.recall_value:recall_value:26 - 扩充后的字段取值关键词：['华北今年的销售额', '华北', '销售额', '今年']
2026-03-30 10:54:17.720 | INFO     | app.agent.nodes.recall_value:recall_value:33 - 搜索的字段取值信息：['dim_region.region_name.华北']
2026-03-30 10:54:20.543 | INFO     | app.agent.nodes.recall_column:recall_column:28 - 扩充后的字段关键词：['华北', '华北今年的销售额', '销售额', '销售区域', '销售时间']
2026-03-30 10:54:22.379 | INFO     | app.agent.nodes.recall_column:recall_column:37 - 搜索的字段信息：['fact_order.order_amount', 'fact_order.order_quantity', 'dim_region.region_name', 'dim_product.category', 'fact_order.date_id', 'dim_date.date_id']
2026-03-30 10:54:22.855 | INFO     | app.agent.nodes.recall_metric:recall_metric:30 - 扩充后的指标关键词：['华北', '华北今年的销售额', '营业额', '销售额', '销售金额', '营业收入', '销售总额']
2026-03-30 10:54:23.106 | INFO     | app.agent.nodes.recall_metric:recall_metric:39 - 搜索到指标信息：['GMV', 'AOV']
2026-03-30 10:55:12.820 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['华北', '销售额', '华北今年的销售额']
2026-03-30 10:55:22.211 | INFO     | app.agent.nodes.recall_column:recall_column:28 - 扩充后的字段关键词：['销售额', '销售年份', '华北今年的销售额', '地区', '华北']
2026-03-30 10:55:23.536 | INFO     | app.agent.nodes.recall_value:recall_value:26 - 扩充后的字段取值关键词：['华北', '销售额', '今年', '华北今年的销售额']
2026-03-30 10:55:23.566 | INFO     | app.agent.nodes.recall_value:recall_value:33 - 搜索的字段取值信息：['dim_region.region_name.华北']
2026-03-30 10:55:23.957 | INFO     | app.agent.nodes.recall_column:recall_column:37 - 搜索的字段信息：['fact_order.order_amount', 'fact_order.order_quantity', 'dim_date.year', 'dim_region.region_name', 'dim_region.province', 'dim_region.country']
2026-03-30 10:55:25.084 | INFO     | app.agent.nodes.recall_metric:recall_metric:30 - 扩充后的指标关键词：['销售收入', '销售额', 'GMV', '华北今年的销售额', '华北', '交易额', '成交额']
2026-03-30 10:55:25.295 | INFO     | app.agent.nodes.recall_metric:recall_metric:39 - 搜索到指标信息：['GMV', 'AOV']
2026-03-30 15:49:04.775 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['销售额', '华北', '华北今年的销售额']
2026-03-30 15:49:15.499 | INFO     | app.agent.nodes.recall_value:recall_value:26 - 扩充后的字段取值关键词：['销售额', '华北', '华北今年的销售额', '今年']
2026-03-30 15:49:15.573 | INFO     | app.agent.nodes.recall_value:recall_value:33 - 搜索的字段取值信息：['dim_region.region_name.华北']
2026-03-30 15:49:16.429 | INFO     | app.agent.nodes.recall_metric:recall_metric:30 - 扩充后的指标关键词：['销售金额', '销售收入', '销售额', '华北', '营业收入', 'GMV', '营收', '华北今年的销售额']
2026-03-30 15:49:54.439 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['华北', '华北今年的销售额', '销售额']
2026-03-30 15:50:02.443 | INFO     | app.agent.nodes.recall_metric:recall_metric:30 - 扩充后的指标关键词：['营收', '销售额', '华北今年的销售额', '销售额情况', 'GMV', '营业收入', '交易额', '华北', '销售金额']
2026-03-30 15:50:03.808 | INFO     | app.agent.nodes.recall_value:recall_value:26 - 扩充后的字段取值关键词：['华北今年的销售额', '今年', '销售额', '华北']
2026-03-30 15:50:03.850 | INFO     | app.agent.nodes.recall_value:recall_value:33 - 搜索的字段取值信息：['dim_region.region_name.华北']
2026-03-30 15:50:04.475 | INFO     | app.agent.nodes.recall_metric:recall_metric:39 - 搜索到指标信息：['GMV', 'AOV']
2026-03-30 15:50:07.833 | INFO     | app.agent.nodes.recall_column:recall_column:28 - 扩充后的字段关键词：['销售额', '华北今年的销售额', '统计年份', '华北', '销售区域']
2026-03-30 15:50:08.272 | INFO     | app.agent.nodes.recall_column:recall_column:37 - 搜索的字段信息：['fact_order.order_amount', 'fact_order.order_quantity', 'dim_date.year', 'dim_date.month', 'dim_region.region_name', 'dim_product.category']
2026-03-30 15:51:58.757 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['销售额', '华北', '华北今年的销售额']
2026-03-30 15:52:06.784 | INFO     | app.agent.nodes.recall_metric:recall_metric:30 - 扩充后的指标关键词：['销售额', '华北', '销售金额', '华北今年的销售额', 'GMV', '交易额']
2026-03-30 15:52:08.153 | INFO     | app.agent.nodes.recall_column:recall_column:28 - 扩充后的字段关键词：['销售额', '华北', '华北今年的销售额', '地区', '年份']
2026-03-30 15:52:08.509 | INFO     | app.agent.nodes.recall_column:recall_column:37 - 搜索的字段信息：['fact_order.order_amount', 'fact_order.order_quantity', 'dim_region.region_name', 'dim_region.province', 'dim_region.country', 'dim_date.year', 'dim_date.month']
2026-03-30 15:52:08.539 | INFO     | app.agent.nodes.recall_metric:recall_metric:39 - 搜索到指标信息：['GMV', 'AOV']
2026-03-30 15:56:44.740 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['华北今年的销售额', '华北', '销售额']
2026-03-30 15:56:50.912 | INFO     | app.agent.nodes.recall_column:recall_column:28 - 扩充后的字段关键词：['华北', '华北今年的销售额', '销售时间', '销售区域', '销售额']
2026-03-30 15:56:52.435 | INFO     | app.agent.nodes.recall_value:recall_value:26 - 扩充后的字段取值关键词：['华北今年的销售额', '华北', '销售额', '今年']
2026-03-30 15:56:52.460 | INFO     | app.agent.nodes.recall_value:recall_value:33 - 搜索的字段取值信息：['dim_region.region_name.华北']
2026-03-30 15:56:52.561 | INFO     | app.agent.nodes.recall_metric:recall_metric:30 - 扩充后的指标关键词：['交易额', '华北', 'GMV', '华北今年的销售额', '营收', '销售收入', '成交额', '销售额']
2026-03-30 15:56:52.653 | INFO     | app.agent.nodes.recall_column:recall_column:37 - 搜索的字段信息：['fact_order.order_amount', 'fact_order.date_id', 'fact_order.order_quantity', 'dim_date.date_id', 'dim_region.region_name', 'dim_product.category']
2026-03-30 15:56:52.830 | INFO     | app.agent.nodes.recall_metric:recall_metric:39 - 搜索到指标信息：['GMV', 'AOV']
2026-03-30 15:59:34.130 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['销售额', '华北', '华北今年的销售额']
2026-03-30 15:59:39.194 | INFO     | app.agent.nodes.recall_value:recall_value:26 - 扩充后的字段取值关键词：['销售额', '华北', '今年', '华北今年的销售额']
2026-03-30 15:59:39.225 | INFO     | app.agent.nodes.recall_value:recall_value:33 - 搜索的字段取值信息：['dim_region.region_name.华北']
2026-03-30 15:59:44.145 | INFO     | app.agent.nodes.recall_column:recall_column:28 - 扩充后的字段关键词：['华北', '销售区域', '销售额', '统计时间', '华北今年的销售额']
2026-03-30 15:59:45.803 | INFO     | app.agent.nodes.recall_column:recall_column:37 - 搜索的字段信息：['dim_region.region_name', 'fact_order.order_amount', 'dim_product.category', 'fact_order.order_quantity', 'fact_order.date_id', 'dim_date.date_id']
2026-03-30 15:59:51.480 | INFO     | app.agent.nodes.recall_metric:recall_metric:30 - 扩充后的指标关键词：['商品销售额', '销售金额', '营收金额', 'GMV', '营业收入', '交易额', '销售总额', '销售额', '华北', '华北今年的销售额']
2026-03-30 15:59:51.985 | INFO     | app.agent.nodes.recall_metric:recall_metric:39 - 搜索到指标信息：['GMV', 'AOV']
2026-03-30 16:02:27.592 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['华北', '华北今年的销售额', '销售额']
2026-03-30 16:02:36.994 | INFO     | app.agent.nodes.recall_value:recall_value:26 - 扩充后的字段取值关键词：['华北', '华北今年的销售额', '销售额', '今年']
2026-03-30 16:02:37.020 | INFO     | app.agent.nodes.recall_value:recall_value:33 - 搜索的字段取值信息：['dim_region.region_name.华北']
2026-03-30 16:02:40.165 | INFO     | app.agent.nodes.recall_metric:recall_metric:30 - 扩充后的指标关键词：['年度销售额', '今年销售额', '交易额', 'GMV', '华北今年的销售额', '营业收入', '华北', '销售额', '总销售额', '销售收入', '销售金额']
2026-03-30 16:02:42.086 | INFO     | app.agent.nodes.recall_metric:recall_metric:39 - 搜索到指标信息：['GMV', 'AOV']
2026-03-30 16:02:44.772 | INFO     | app.agent.nodes.recall_column:recall_column:28 - 扩充后的字段关键词：['销售区域', '销售时间', '华北今年的销售额', '华北', '销售额', '销售金额']
2026-03-30 16:02:45.144 | INFO     | app.agent.nodes.recall_column:recall_column:37 - 搜索的字段信息：['dim_region.region_name', 'fact_order.order_amount', 'dim_product.category', 'fact_order.date_id', 'fact_order.order_quantity', 'dim_date.date_id']
2026-03-30 16:03:05.002 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['华北', '销售额', '华北今年的销售额']
2026-03-30 16:03:14.460 | INFO     | app.agent.nodes.recall_value:recall_value:26 - 扩充后的字段取值关键词：['华北', '销售额', '华北今年的销售额', '今年']
2026-03-30 16:03:14.498 | INFO     | app.agent.nodes.recall_value:recall_value:33 - 搜索的字段取值信息：['dim_region.region_name.华北']
2026-03-30 16:03:15.425 | INFO     | app.agent.nodes.recall_metric:recall_metric:30 - 扩充后的指标关键词：['华北', '销售额', '华北今年的销售额', '营业收入', '销售金额', '营收', 'GMV', '销售总额', '销售收入']
2026-03-30 16:03:17.323 | INFO     | app.agent.nodes.recall_metric:recall_metric:39 - 搜索到指标信息：['GMV', 'AOV']
2026-03-30 16:03:21.683 | INFO     | app.agent.nodes.recall_column:recall_column:28 - 扩充后的字段关键词：['销售时间', '华北', '销售额', '华北今年的销售额', '地区']
2026-03-30 16:03:22.006 | INFO     | app.agent.nodes.recall_column:recall_column:37 - 搜索的字段信息：['fact_order.date_id', 'fact_order.order_amount', 'fact_order.order_quantity', 'dim_date.date_id', 'dim_region.region_name', 'dim_region.province', 'dim_region.country']
2026-03-30 16:18:25.462 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['华北今年的销售额', '销售额', '华北']
2026-03-30 16:18:35.133 | INFO     | app.agent.nodes.recall_value:recall_value:26 - 扩充后的字段取值关键词：['华北今年的销售额', '销售额', '华北', '今年']
2026-03-30 16:18:35.192 | INFO     | app.agent.nodes.recall_value:recall_value:33 - 搜索的字段取值信息：['dim_region.region_name.华北']
2026-03-30 16:18:36.798 | INFO     | app.agent.nodes.recall_column:recall_column:28 - 扩充后的字段关键词：['华北今年的销售额', '销售额', '销售年度', '华北', '地域']
2026-03-30 16:19:26.378 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['华北', '华北今年的销售额', '销售额']
2026-03-30 16:20:05.434 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['华北今年的销售额', '销售额', '华北']
2026-03-30 16:20:12.123 | INFO     | app.agent.nodes.recall_value:recall_value:26 - 扩充后的字段取值关键词：['华北今年的销售额', '销售额', '华北', '今年']
2026-03-30 16:20:12.148 | INFO     | app.agent.nodes.recall_value:recall_value:33 - 搜索的字段取值信息：['dim_region.region_name.华北']
2026-03-30 16:20:13.594 | INFO     | app.agent.nodes.recall_metric:recall_metric:30 - 扩充后的指标关键词：['营收', '销售额', '销售收入', '营业收入', '销售总额', '交易额', '华北今年的销售额', '华北']
2026-03-30 16:20:15.523 | INFO     | app.agent.nodes.recall_metric:recall_metric:39 - 搜索到指标信息：['GMV', 'AOV']
2026-03-30 16:20:16.159 | INFO     | app.agent.nodes.recall_column:recall_column:28 - 扩充后的字段关键词：['销售额', '统计日期', '华北今年的销售额', '华北', '销售区域']
2026-03-30 16:20:16.364 | INFO     | app.agent.nodes.recall_column:recall_column:37 - 搜索的字段信息：['fact_order.order_amount', 'fact_order.order_quantity', 'fact_order.date_id', 'dim_date.date_id', 'dim_date.day', 'dim_region.region_name', 'dim_product.category']
2026-03-30 16:20:40.965 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['华北今年的销售额', '销售额', '华北']
2026-03-30 16:20:46.462 | INFO     | app.agent.nodes.recall_value:recall_value:26 - 扩充后的字段取值关键词：['华北今年的销售额', '销售额', '今年', '华北']
2026-03-30 16:20:46.500 | INFO     | app.agent.nodes.recall_value:recall_value:33 - 搜索的字段取值信息：['dim_region.region_name.华北']
2026-03-30 16:20:47.315 | INFO     | app.agent.nodes.recall_metric:recall_metric:30 - 扩充后的指标关键词：['销售收入', '销售额', '销售金额', '营业收入', '华北', 'GMV', '销售总额', '华北今年的销售额', '营收']
2026-03-30 16:20:48.996 | INFO     | app.agent.nodes.recall_column:recall_column:28 - 扩充后的字段关键词：['销售时间', '销售额', '地区', '华北', '华北今年的销售额']
2026-03-30 16:20:49.352 | INFO     | app.agent.nodes.recall_column:recall_column:37 - 搜索的字段信息：['fact_order.date_id', 'fact_order.order_amount', 'fact_order.order_quantity', 'dim_date.date_id', 'dim_region.region_name', 'dim_region.province', 'dim_region.country']
2026-03-30 16:20:49.368 | INFO     | app.agent.nodes.recall_metric:recall_metric:39 - 搜索到指标信息：['GMV', 'AOV']
2026-03-30 17:54:11.838 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['华北', '华北今年的销售额', '销售额']
2026-03-30 17:54:18.866 | INFO     | app.agent.nodes.recall_value:recall_value:26 - 扩充后的字段取值关键词：['华北', '今年', '华北今年的销售额', '销售额']
2026-03-30 17:54:18.923 | INFO     | app.agent.nodes.recall_value:recall_value:33 - 搜索的字段取值信息：['dim_region.region_name.华北']
2026-03-30 17:54:19.816 | INFO     | app.agent.nodes.recall_metric:recall_metric:30 - 扩充后的指标关键词：['商品交易总额', '销售总额', '华北', '销售金额', '华北今年的销售额', '销售额', '营收', 'GMV', '交易额', '营业收入']
2026-03-30 17:54:55.957 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['销售额', '华北', '华北今年的销售额']
2026-03-30 17:55:05.635 | INFO     | app.agent.nodes.recall_column:recall_column:28 - 扩充后的字段关键词：['销售时间', '销售区域', '华北今年的销售额', '销售额', '华北']
2026-03-30 17:55:06.999 | INFO     | app.agent.nodes.recall_metric:recall_metric:30 - 扩充后的指标关键词：['成交额', '华北今年的销售额', 'GMV', '销售额', '销售收入', '交易额', '销售金额', '华北']
2026-03-30 17:55:07.000 | INFO     | app.agent.nodes.recall_value:recall_value:26 - 扩充后的字段取值关键词：['华北今年的销售额', '销售额', '今年', '本年度', '华北']
2026-03-30 17:55:07.032 | INFO     | app.agent.nodes.recall_value:recall_value:33 - 搜索的字段取值信息：['dim_region.region_name.华北']
2026-03-30 17:55:07.487 | INFO     | app.agent.nodes.recall_column:recall_column:37 - 搜索的字段信息：['fact_order.date_id', 'fact_order.order_amount', 'fact_order.order_quantity', 'dim_date.date_id', 'dim_region.region_name', 'dim_product.category']
2026-03-30 17:55:07.616 | INFO     | app.agent.nodes.recall_metric:recall_metric:39 - 搜索到指标信息：['GMV', 'AOV']
2026-03-30 17:56:39.007 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['销售额', '华北今年的销售额', '华北']
2026-03-30 17:56:45.043 | INFO     | app.agent.nodes.recall_value:recall_value:26 - 扩充后的字段取值关键词：['销售额', '华北今年的销售额', '今年', '华北']
2026-03-30 17:56:45.072 | INFO     | app.agent.nodes.recall_value:recall_value:33 - 搜索的字段取值信息：['dim_region.region_name.华北']
2026-03-30 17:56:46.416 | INFO     | app.agent.nodes.recall_metric:recall_metric:30 - 扩充后的指标关键词：['营收', '华北今年的销售额', '成交额', '销售金额', '华北', '销售额', '销售收入', 'GMV', '营业额']
2026-03-30 17:56:48.146 | INFO     | app.agent.nodes.recall_column:recall_column:28 - 扩充后的字段关键词：['销售区域', '销售日期', '华北今年的销售额', '华北', '销售额']
2026-03-30 17:56:48.296 | INFO     | app.agent.nodes.recall_metric:recall_metric:39 - 搜索到指标信息：['GMV', 'AOV']
2026-03-30 17:56:48.309 | INFO     | app.agent.nodes.recall_column:recall_column:37 - 搜索的字段信息：['dim_region.region_name', 'fact_order.order_amount', 'dim_product.category', 'fact_order.date_id', 'dim_date.date_id', 'fact_order.order_quantity']
2026-03-30 17:57:19.454 | INFO     | app.agent.nodes.filter_table:filter_table:39 - 过滤后的表信息：['dim_region', 'fact_order', 'dim_date']
2026-03-30 17:58:46.067 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['销售额', '华北', '华北今年的销售额']
2026-03-30 17:58:51.972 | INFO     | app.agent.nodes.recall_value:recall_value:26 - 扩充后的字段取值关键词：['销售额', '华北', '今年', '华北今年的销售额']
2026-03-30 17:58:51.996 | INFO     | app.agent.nodes.recall_value:recall_value:33 - 搜索的字段取值信息：['dim_region.region_name.华北']
2026-03-30 17:58:58.103 | INFO     | app.agent.nodes.recall_column:recall_column:28 - 扩充后的字段关键词：['华北今年的销售额', '销售日期', '销售额', '华北', '销售区域']
2026-03-30 17:58:59.876 | INFO     | app.agent.nodes.recall_column:recall_column:37 - 搜索的字段信息：['fact_order.order_amount', 'fact_order.date_id', 'dim_date.date_id', 'fact_order.order_quantity', 'dim_region.region_name', 'dim_product.category']
2026-03-30 17:59:01.296 | INFO     | app.agent.nodes.recall_metric:recall_metric:30 - 扩充后的指标关键词：['华北销售金额', '华北销售总额', '华北交易额', '华北今年的销售额', '销售总额', '华北销售额', '销售额', '交易额', '华北', 'GMV', '销售金额', '成交额']
2026-03-30 17:59:01.674 | INFO     | app.agent.nodes.recall_metric:recall_metric:39 - 搜索到指标信息：['GMV', 'AOV']
2026-03-30 17:59:01.703 | INFO     | app.agent.nodes.filter_table:filter_table:19 - 原始表信息：['fact_order', 'dim_date', 'dim_region', 'dim_product']
2026-03-30 17:59:14.607 | INFO     | app.agent.nodes.filter_table:filter_table:42 - 过滤后的表信息：['fact_order', 'dim_date', 'dim_region']
2026-03-30 20:58:05.575 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['销售额', '华北今年的销售额', '华北']
2026-03-30 20:58:13.172 | INFO     | app.agent.nodes.recall_value:recall_value:26 - 扩充后的字段取值关键词：['华北', '今年', '销售额', '华北今年的销售额']
2026-03-30 20:58:13.218 | INFO     | app.agent.nodes.recall_value:recall_value:33 - 搜索的字段取值信息：['dim_region.region_name.华北']
2026-03-30 20:58:16.222 | INFO     | app.agent.nodes.recall_metric:recall_metric:30 - 扩充后的指标关键词：['销售金额', '销售额', '华北今年的销售额', 'GMV', '成交额', '交易额', '营收', '华北', '营业收入']
2026-03-30 20:58:17.572 | INFO     | app.agent.nodes.recall_column:recall_column:28 - 扩充后的字段关键词：['销售额', '华北今年的销售额', '年份', '销售区域', '华北']
2026-03-30 20:58:18.114 | INFO     | app.agent.nodes.recall_column:recall_column:37 - 搜索的字段信息：['fact_order.order_amount', 'fact_order.order_quantity', 'dim_date.year', 'dim_date.month', 'dim_region.region_name', 'dim_product.category']
2026-03-30 20:58:18.280 | INFO     | app.agent.nodes.recall_metric:recall_metric:39 - 搜索到指标信息：['GMV', 'AOV']
2026-03-30 20:58:18.353 | INFO     | app.agent.nodes.filter_metric:filter_metric:19 - 原始表信息：['GMV', 'AOV']
2026-03-30 20:58:18.355 | INFO     | app.agent.nodes.filter_table:filter_table:19 - 原始表信息：['fact_order', 'dim_date', 'dim_region', 'dim_product']
2026-03-30 20:58:43.070 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['华北今年的销售额', '华北', '销售额']
2026-03-30 20:58:50.740 | INFO     | app.agent.nodes.recall_metric:recall_metric:30 - 扩充后的指标关键词：['销售金额', '华北今年的销售额', '销售收入', '销售额', '营收', '营业收入', '交易额', '华北']
2026-03-30 20:58:52.793 | INFO     | app.agent.nodes.recall_metric:recall_metric:39 - 搜索到指标信息：['GMV', 'AOV']
2026-03-30 20:58:56.822 | INFO     | app.agent.nodes.recall_value:recall_value:26 - 扩充后的字段取值关键词：['华北今年的销售额', '今年', '华北', '销售额']
2026-03-30 20:58:56.848 | INFO     | app.agent.nodes.recall_value:recall_value:33 - 搜索的字段取值信息：['dim_region.region_name.华北']
2026-03-30 20:58:57.955 | INFO     | app.agent.nodes.recall_column:recall_column:28 - 扩充后的字段关键词：['销售区域', '华北今年的销售额', '销售额', '销售日期', '华北']
2026-03-30 20:58:58.409 | INFO     | app.agent.nodes.recall_column:recall_column:37 - 搜索的字段信息：['dim_region.region_name', 'fact_order.order_amount', 'dim_product.category', 'fact_order.order_quantity', 'fact_order.date_id', 'dim_date.date_id']
2026-03-30 20:58:58.443 | INFO     | app.agent.nodes.filter_metric:filter_metric:19 - 原始指标信息：['GMV', 'AOV']
2026-03-30 20:58:58.445 | INFO     | app.agent.nodes.filter_table:filter_table:19 - 原始表信息：['dim_region', 'fact_order', 'dim_product', 'dim_date']
2026-03-30 20:59:03.968 | INFO     | app.agent.nodes.filter_metric:filter_metric:35 - 过滤后的指标信息：['GMV']
2026-03-30 20:59:10.811 | INFO     | app.agent.nodes.filter_table:filter_table:38 - 过滤后的表信息：['dim_region', 'fact_order', 'dim_date']
2026-03-30 21:28:02.277 | INFO     | app.agent.nodes.extract_keywords:extract_keywords:29 - 抽取关键词：['华北', '销售额', '华北今年的销售额']
2026-03-30 21:28:06.424 | INFO     | app.agent.nodes.recall_value:recall_value:26 - 扩充后的字段取值关键词：['今年', '华北', '销售额', '华北今年的销售额']
2026-03-30 21:28:06.476 | INFO     | app.agent.nodes.recall_value:recall_value:33 - 搜索的字段取值信息：['dim_region.region_name.华北']
